"SalesOrderID","OrderDate","ShipDate","ShipMethod","CustomerID","CustomerName","Segment","CountryRegion","City","Province","PostalCode","Territory","ProductName","SubCategory","Category","Qty","UnitPrice","Sales","Discount","ProductCost","TotalCost","Profit"
43710,2001-07-03 00:00:00.000,2001-07-10 00:00:00.000,XRQ - TRUCK GROUND,16517,Katrina Raji,Individu,Australia,Wollongong,New South Wales,"2500",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43711,2001-07-04 00:00:00.000,2001-07-11 00:00:00.000,XRQ - TRUCK GROUND,27606,Courtney Edwards,Individu,United States,Milwaukie,Oregon,"97222",Northwest,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43715,2001-07-05 00:00:00.000,2001-07-12 00:00:00.000,XRQ - TRUCK GROUND,16483,Warren Jai,Individu,Australia,Melbourne,Victoria,"3000",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43731,2001-07-09 00:00:00.000,2001-07-16 00:00:00.000,XRQ - TRUCK GROUND,16629,Rosa Zheng,Individu,Australia,Matraville,New South Wales,"2036",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43742,2001-07-12 00:00:00.000,2001-07-19 00:00:00.000,XRQ - TRUCK GROUND,13576,Tamara Lal,Individu,United Kingdom,London,England,W1X3SE,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43747,2001-07-14 00:00:00.000,2001-07-21 00:00:00.000,XRQ - TRUCK GROUND,27623,Christian Jackson,Individu,United States,Lincoln Acres,California,"91950",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43749,2001-07-14 00:00:00.000,2001-07-21 00:00:00.000,XRQ - TRUCK GROUND,27636,Paige Murphy,Individu,United States,Issaquah,Washington,"98027",Northwest,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43760,2001-07-16 00:00:00.000,2001-07-23 00:00:00.000,XRQ - TRUCK GROUND,16352,Tiffany Gao,Individu,Australia,Goulburn,New South Wales,"2580",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43762,2001-07-17 00:00:00.000,2001-07-24 00:00:00.000,XRQ - TRUCK GROUND,27578,Courtney Carter,Individu,United States,Lakewood,California,"90712",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43773,2001-07-19 00:00:00.000,2001-07-26 00:00:00.000,XRQ - TRUCK GROUND,16526,Arthur Perez,Individu,Australia,Sunbury,Victoria,"3429",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43776,2001-07-20 00:00:00.000,2001-07-27 00:00:00.000,XRQ - TRUCK GROUND,13260,James Flores,Individu,Germany,Neunkirchen,Saarland,"66578",Germany,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43791,2001-07-22 00:00:00.000,2001-07-29 00:00:00.000,XRQ - TRUCK GROUND,16484,Dustin Lal,Individu,Australia,Springwood,New South Wales,"2777",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43803,2001-07-25 00:00:00.000,2001-08-01 00:00:00.000,XRQ - TRUCK GROUND,21741,Alexa Sanders,Individu,Canada,N. Vancouver,British Columbia,V7L 4J4,Canada,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43816,2001-07-27 00:00:00.000,2001-08-03 00:00:00.000,XRQ - TRUCK GROUND,16496,Dawn Tang,Individu,Australia,Darlinghurst,New South Wales,"2010",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43841,2001-07-31 00:00:00.000,2001-08-07 00:00:00.000,XRQ - TRUCK GROUND,13406,Craig Jiménez,Individu,Germany,Münster,Saarland,"48001",Germany,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43845,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,206,,Shop,United States,Winston-Salem,North Carolina,"27104",Southeast,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43845,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,206,,Shop,United States,Winston-Salem,North Carolina,"27104",Southeast,AWC Logo Cap,Caps,Clothing,4,5.1865,20.746,0.0,5.7052,22.8208,-2.0747999999999998
43846,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,318,,Shop,Canada,Victoria,British Columbia,V8V,Canada,AWC Logo Cap,Caps,Clothing,1,5.1865,5.1865,0.0,5.7052,5.7052,-0.5186999999999999
43847,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,210,,Shop,Canada,Toronto,Ontario,M4B 1V5,Canada,AWC Logo Cap,Caps,Clothing,1,5.1865,5.1865,0.0,5.7052,5.7052,-0.5186999999999999
43850,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,191,,Shop,Canada,Toronto,Ontario,M4B 1V7,Canada,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43851,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,558,,Shop,United States,Tilton,New Hampshire,"03276",Northeast,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43851,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,558,,Shop,United States,Tilton,New Hampshire,"03276",Northeast,AWC Logo Cap,Caps,Clothing,1,5.1865,5.1865,0.0,5.7052,5.7052,-0.5186999999999999
43855,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,102,,Shop,Canada,Toronto,Ontario,M4B 1V7,Canada,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43857,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,533,,Shop,Canada,Sillery,Quebec,G1T,Canada,AWC Logo Cap,Caps,Clothing,3,5.1865,15.5595,0.0,5.7052,17.1156,-1.5561000000000007
43858,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,36,,Shop,United States,South Bend,Indiana,"46601",Northeast,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43860,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,1,,Shop,United States,Seattle,Washington,"98104",Northwest,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43861,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,584,,Shop,United States,Savannah,Georgia,"31401",Southeast,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43861,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,584,,Shop,United States,Savannah,Georgia,"31401",Southeast,AWC Logo Cap,Caps,Clothing,9,5.1865,46.6785,0.0,5.7052,51.346799999999995,-4.668299999999995
43863,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,471,,Shop,United States,San Antonio,Texas,"78204",Southwest,AWC Logo Cap,Caps,Clothing,1,5.1865,5.1865,0.0,5.7052,5.7052,-0.5186999999999999
43865,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,328,,Shop,United States,San Antonio,Texas,"78204",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43865,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,328,,Shop,United States,San Antonio,Texas,"78204",Southwest,AWC Logo Cap,Caps,Clothing,3,5.1865,15.5595,0.0,5.7052,17.1156,-1.5561000000000007
43867,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,145,,Shop,United States,Redmond,Washington,"98052",Northwest,AWC Logo Cap,Caps,Clothing,4,5.1865,20.746,0.0,5.7052,22.8208,-2.0747999999999998
43871,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,527,,Shop,United States,Parker,Colorado,"80138",Central,AWC Logo Cap,Caps,Clothing,1,5.1865,5.1865,0.0,5.7052,5.7052,-0.5186999999999999
43871,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,527,,Shop,United States,Parker,Colorado,"80138",Central,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43872,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,240,,Shop,United States,Orange,California,"92867",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43872,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,240,,Shop,United States,Orange,California,"92867",Southwest,AWC Logo Cap,Caps,Clothing,4,5.1865,20.746,0.0,5.7052,22.8208,-2.0747999999999998
43873,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,78,,Shop,United States,Ontario,California,"91764",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43875,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,278,,Shop,United States,Orlando,Florida,"32804",Southeast,AWC Logo Cap,Caps,Clothing,2,5.1865,10.373,0.0,5.7052,11.4104,-1.0373999999999999
43879,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,569,,Shop,Canada,Nepean,Ontario,K2J 2W5,Canada,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43879,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,569,,Shop,Canada,Nepean,Ontario,K2J 2W5,Canada,AWC Logo Cap,Caps,Clothing,13,5.0136,63.873264,0.02,5.7052,74.1676,-10.294335999999994
43880,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,336,,Shop,Canada,Montreal,Quebec,H1Y 2H8,Canada,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43883,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,684,,Shop,United States,Milford,Connecticut,"06460",Northeast,AWC Logo Cap,Caps,Clothing,2,5.1865,10.373,0.0,5.7052,11.4104,-1.0373999999999999
43883,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,684,,Shop,United States,Milford,Connecticut,"06460",Northeast,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43884,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,623,,Shop,United States,Minneapolis,Minnesota,"55402",Central,AWC Logo Cap,Caps,Clothing,8,5.1865,41.492,0.0,5.7052,45.6416,-4.1495999999999995
43886,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,317,,Shop,Canada,Burnaby,British Columbia,V5A 4X1,Canada,AWC Logo Cap,Caps,Clothing,6,5.1865,31.119,0.0,5.7052,34.2312,-3.1122000000000014
43886,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,317,,Shop,Canada,Burnaby,British Columbia,V5A 4X1,Canada,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43888,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,136,,Shop,Canada,Calgary,Alberta,T2P 2G8,Canada,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43892,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,167,,Shop,United States,Carson,California,"90746",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43892,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,167,,Shop,United States,Carson,California,"90746",Southwest,AWC Logo Cap,Caps,Clothing,3,5.1865,15.5595,0.0,5.7052,17.1156,-1.5561000000000007
43895,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,469,,Shop,United States,Chehalis,Washington,"98532",Northwest,AWC Logo Cap,Caps,Clothing,6,5.1865,31.119,0.0,5.7052,34.2312,-3.1122000000000014
43897,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,312,,Shop,United States,Culver City,California,"90232",Southwest,AWC Logo Cap,Caps,Clothing,3,5.1865,15.5595,0.0,5.7052,17.1156,-1.5561000000000007
43898,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,84,,Shop,Canada,Etobicoke,Ontario,M9W 3P3,Canada,AWC Logo Cap,Caps,Clothing,7,5.1865,36.3055,0.0,5.7052,39.9364,-3.630899999999997
43898,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,84,,Shop,Canada,Etobicoke,Ontario,M9W 3P3,Canada,"Road-150 Red, 56",Road Bikes,Bikes,3,2146.962,6440.886,0.0,2171.2942,6513.882599999999,-72.99659999999858
43899,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,364,,Shop,United States,Ferguson,Missouri,"63135",Central,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43902,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,566,,Shop,United States,Gulfport,Mississippi,"39501",Southeast,AWC Logo Cap,Caps,Clothing,2,5.1865,10.373,0.0,5.7052,11.4104,-1.0373999999999999
43904,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,255,,Shop,United States,Houston,Texas,"77003",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43905,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,612,,Shop,United States,Hollywood,Florida,"33021",Southeast,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43906,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,309,,Shop,United States,Houston,Texas,"77003",Southwest,AWC Logo Cap,Caps,Clothing,7,5.1865,36.3055,0.0,5.7052,39.9364,-3.630899999999997
43907,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,342,,Shop,United States,Indianapolis,Indiana,"46204",Northeast,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43907,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,342,,Shop,United States,Indianapolis,Indiana,"46204",Northeast,AWC Logo Cap,Caps,Clothing,2,5.1865,10.373,0.0,5.7052,11.4104,-1.0373999999999999
43911,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,433,,Shop,United States,Lacey,Washington,"98503",Northwest,AWC Logo Cap,Caps,Clothing,2,5.1865,10.373,0.0,5.7052,11.4104,-1.0373999999999999
43911,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,433,,Shop,United States,Lacey,Washington,"98503",Northwest,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43912,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,403,,Shop,United States,Lake Elsinore,California,"92530",Southwest,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,2146.962,0.0,2171.2942,2171.2942,-24.33219999999983
43913,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,40,,Shop,United States,Laredo,Texas,"78040",Southwest,AWC Logo Cap,Caps,Clothing,2,5.1865,10.373,0.0,5.7052,11.4104,-1.0373999999999999
43916,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,348,,Shop,United States,Loveland,Colorado,"80537",Central,AWC Logo Cap,Caps,Clothing,2,5.1865,10.373,0.0,5.7052,11.4104,-1.0373999999999999
43917,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,218,,Shop,United States,Longview,Washington,"98632",Northwest,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,4293.924,0.0,2171.2942,4342.5884,-48.66439999999966
43917,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,CARGO TRANSPORT 5,218,,Shop,United States,Longview,Washington,"98632",Northwest,AWC Logo Cap,Caps,Clothing,4,5.1865,20.746,0.0,5.7052,22.8208,-2.0747999999999998
43919,2001-08-01 00:00:00.000,2001-08-08 00:00:00.000,XRQ - TRUCK GROUND,12124,Brandi Gill,Individu,France,Paris,Seine (Paris),"75002",France,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43925,2001-08-02 00:00:00.000,2001-08-09 00:00:00.000,XRQ - TRUCK GROUND,16661,Shane Raman,Individu,Australia,Malabar,New South Wales,"2036",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43927,2001-08-03 00:00:00.000,2001-08-10 00:00:00.000,XRQ - TRUCK GROUND,16662,Stacey Gao,Individu,Australia,Sydney,New South Wales,"1002",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43932,2001-08-04 00:00:00.000,2001-08-11 00:00:00.000,XRQ - TRUCK GROUND,16741,Alan Xu,Individu,Australia,Rhodes,New South Wales,"2138",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43941,2001-08-06 00:00:00.000,2001-08-13 00:00:00.000,XRQ - TRUCK GROUND,13600,Marie Sanz,Individu,United Kingdom,Watford,England,WA3,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43955,2001-08-08 00:00:00.000,2001-08-15 00:00:00.000,XRQ - TRUCK GROUND,13661,Andre Sara,Individu,United Kingdom,Warrington,England,WA1,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43963,2001-08-10 00:00:00.000,2001-08-17 00:00:00.000,XRQ - TRUCK GROUND,16685,Robin Dominguez,Individu,Australia,Port Macquarie,New South Wales,"2444",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43971,2001-08-11 00:00:00.000,2001-08-18 00:00:00.000,XRQ - TRUCK GROUND,16657,Alvin She,Individu,Australia,Lavender Bay,New South Wales,"2060",Australia,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
43972,2001-08-12 00:00:00.000,2001-08-19 00:00:00.000,XRQ - TRUCK GROUND,21939,Thomas Roberts,Individu,Canada,Langford,British Columbia,V9,Canada,"Road-150 Red, 56",Road Bikes,Bikes,1,3578.27,3578.27,0.0,2171.2942,2171.2942,1406.9758000000002
